CONTEXT,ID,TEXT
news:WHISTLEBLOWER_SETUP0,Antegria Domestic Spying Exposed!,安特格利亚的国民监听行为遭到揭发！
news:WHISTLEBLOWER_SETUP0,Whistleblower On The Run,揭发者正在逃亡
news:WHISTLEBLOWER_SETUP1,Antegrian Whistleblower Denied Asylum In Republia,安特格利亚监听事件的揭发者拒绝了雷帕布里亚的收容
news:WHISTLEBLOWER_SETUP2,Antegrian Whistleblower Turned Away From United Fed,安特格利亚检举者们离开了联邦
news:WHISTLEBLOWER_COMING,Antegrian Whistleblower Accepted By Arstotzka,阿什托兹卡接受了安特格利亚揭发者
news:WHISTLEBLOWER_COMING,Move Risks Angering Neighbors,此举可能触怒邻国
news:WHISTLEBLOWER_IN,Antegrian Whistleblower Arrives - Disappears Immediately,安特格利亚揭发者到达了——但是立刻消失了
news:WHISTLEBLOWER_OUT,Antegrian Whistleblower Turned Away - Whereabouts Unknown,安特格利亚监听事件揭发者离开了——没人知道他们的去向
news:IMPOR_UNHAPPY,Impor Protests Unbalanced Trade Restrictions,印玻抗议不平等贸易限制
news:IMPOR_UNHAPPY,Claims Arstotzka Unfairly Taxes Imporian Goods,声称阿什托兹卡对印玻商品收取了不公平的税金
news:IMPOR_SANCTIONS_START,Impor Begins Trade Sanctions!,印玻开始贸易制裁！
news:IMPOR_SANCTIONS_START,Immediately Restricts All Imports From Arstotzka,立即限制所有来自阿什托兹卡的进口
news:IMPOR_SANCTIONS_END,Impor Sanctions End!,阿什托兹卡的贸易制裁结束！
news:IMPOR_SANCTIONS_END,Over So Fast? What Happened?,这么快就结束了？怎么回事？
news:SURGERY_SETUP,Breakthrough Spinal Surgery Perfected,脊椎外科手术难题成功攻破
news:SURGERY_SETUP,Only Possible With Arstotzkan Expertise,阿什托兹卡的专家是其中的技术核心
news:VIRUS_PRIMER,Polio Resurfaces In United Fed,联邦再次爆发脊髓灰质炎
news:VIRUS_PRIMER,Isolated Diagnosis Or Something More?,隔离诊断，抑或强制的措施？
news:VIRUS_BAN_UNITED_FED,Full-blown Epidemic Threatens United Fed!,全面爆发的疫情威胁联邦！
news:VIRUS_BAN_UNITED_FED,"Previously Under Control, Polio Back With Vengeance",脊髓灰质炎死灰复燃
news:VIRUS_REQUIRE_CERT,Ministry of Health Acts To Protect Citizens,卫生部作出行动保护公民
news:VIRUS_REQUIRE_CERT,"New Policy, Safeguards At Borders",新的政策，保护边境
news:SERIAL_KILLER,Serial Child Killer Escapes United Fed Prison!,连环儿童杀手逃出了联邦监狱！
news:SERIAL_KILLER,Simon Wens: An Arstotzkan Native - Returning Home?,Simon Wens：重回祖国？
news:SERIAL_KILLER_MURDERED,Bloody Scene In Gennistora!,吉尼斯托拉爆发流血冲突！
news:SERIAL_KILLER_MURDERED,Simon Wens Found Dead In Confusing Mess,Simon Wens被人们发现死在了一片混乱之中
news:EZIC_ATTACK0,Grestin Metro Halted,格莱斯丁地铁停运
news:EZIC_ATTACK0,"Tunnel Cave-in, Hints At Sabotage",隧道塌方，可能由于恐怖活动
news:EZIC_ATTACK1_GIFT,Gov't Headquarters In Paradizna Evacuated!,帕拉迪兹那的政府总部已经撤离了！
news:EZIC_ATTACK1_GIFT,"Strange Gas Detected - Staff Safe, Records Missing","发现不明气体——工作人员安全，但多份档案行踪不明"""
news:EZIC_ATTACK1_NOGIFT,Head Minister Of Finance Missing!,财政部总长失踪了！
news:EZIC_ATTACK1_NOGIFT,"Markets React With Fast Selling, Instability",经济泡沫明显，市场环境已经呈现不稳定
news:POISONING,Mysterious Poison Hospitalizes Several!,神秘的毒药毒死了多人！
news:POISONING,Unnamed Immigrant Smuggles Deadly Agent,神秘入境者走私致命毒药
news:MARKED_DIPLOMAT,Top-Level Talks Called,各国峰会召开
news:MARKED_DIPLOMAT,Grestin Territory Remains Dividing Issue,格莱斯丁领土划分问题依旧
news:DIPLOMAT_SWAPPED,Kolechians Are Crazy,科洛奇亚人都是疯子
news:DIPLOMAT_SWAPPED,Bizarre Behavior From Top Negotiator Spoils Talks,科洛奇亚领导人的离奇行为导致谈判破裂
news:DIPLOMAT_ORIGINAL,A Tentative Understanding,一个初步的理解
news:DIPLOMAT_ORIGINAL,Kolechian Talks Establish Common Ground,与科洛奇亚领导人建立共识
news:TALKS_BREAK_DOWN,Roadblock To Kolechian Resolution,合作的障碍
news:TALKS_BREAK_DOWN,Contested City Drives Wedge,与科洛奇亚的领土问题依然存在
news:BORDER_CLOSING,Grestin Checkpoint Future Uncertain,格莱斯丁边检站将何去何从？
news:BORDER_CLOSING,"Too Open, Too Soon?",边境开放为期尚早？
text:language_code,en,zh
text:language_name,ENGLISH,中文
text:language_author,Author,"3DM,Patched by ssenkrad"
text:wrap_hyphen,-,-
text:created_by,created by Lucas Pope,卢卡斯·波普制作
text:papers_please,"Papers, please.",请出示文件
text:protocol_violated,Protocol Violated.,违反职务守则
text:unauth_confiscation,Unauthorized passport confiscation,未授权的护照没收行为
text:missing_reason,Denial reason not given,未给予拒签理由
text:citation_warning,WARNING ISSUED - NO PENALTY,已发布警告——无惩罚
text:citation_lastwarning,LAST WARNING - NO PENALTY,最后一次警告——无惩罚
text:citation_penalty,PENALTY ASSESSED - $0 CREDITS,已评估惩罚——$0
text:border_next,NEXT!,下一位！
text:border_bomber,FOR KOLECHIA!,为了科洛奇亚！
text:border_comeback,COME BACK AT 6AM TOMORROW,边检站将于明早六点重新开放
text:border_announce0,ENTRY IS NOT GUARANTEED,下一位请稍后
text:border_announce1,HAVE YOUR DOCUMENTS READY,准备好你的证件
text:border_announce2,ARSTOTZKA WELCOMES YOU,阿什托兹卡欢迎你
text:border_guardout,OUT!,出去！
text:border_elisa,ELISA!,ELISA！
text:family_son_budget,SON,儿子
text:family_wife_budget,WIFE,妻子
text:family_niece_budget,NIECE,侄女
text:family_uncle_budget,UNCLE,叔叔
text:family_mil_budget,MIL,岳母
text:family_son_status,Son,儿子
text:family_wife_status,Wife,妻子
text:family_niece_status,Niece,侄女
text:family_uncle_status,Uncle,叔叔
text:family_mil_status,Mother-in-law,岳母
text:family_son_message,son,儿子
text:family_wife_message,wife,妻子
text:family_niece_message,niece,侄女
text:family_uncle_message,uncle,叔叔
text:family_mil_message,mother-in-law,岳母
text:night_endof,END OF,期限
text:night_day,DAY $0,第 $0 日
text:family_verysick_1,Your $0 will die without medicine.,没有药的话你的 $0 会死亡。
text:family_verysick_many,Very sick family members will die without medicine.,生病严重的家庭成员没有药的话会死亡。
text:family_sick_1,Your $0 is sick and needs medicine.,你的 $0 生病了，需要药品。
text:family_sick_many,Your family needs medicine.,你的家人需要药品。
text:family_died_1,Your $0 has died.,你的 $0 已经离世。
text:family_died_2,Your $0 and $1 have died.,你的 $0 和 $1 已经离世。
text:family_died_3,"Your $0, $1, and $2 have died.",你的 $0 ，$1 和 $2 已经离世。
text:family_died_4,"Your $0, $1, $2, and $3 have died.",你的 $0 ，$1 ，$2 和 $3 已经离世。
text:family_died_5,"Your $0, $1, $2, $3, and $4 have died.",你的 $0 ，$1 ，$2 ，$3 和 $4 已经离世。
text:family_escape_with_0,You leave behind everything.,你谁都没带。
text:family_escape_with_1,You gather your $0 to leave for Obristan.,你带上了 $0 出发去欧布里斯坦。
text:family_escape_with_2,You gather your $0 and $1 to leave for Obristan.,你带上了 $0 和 $1 出发去欧布里斯坦。
text:family_escape_with_3,"You gather your $0, $1, and $2 to leave for Obristan.",你带上了 $0，$1， 和 $2 出发去欧布里斯坦。
text:family_escape_with_4,"You gather your $0, $1, $2, and $3 to leave for Obristan.",你带上了 $0，$1， $2， 和 $3 出发去欧布里斯坦。
text:family_escape_with_5,"You gather your $0, $1, $2, $3, and $4 to leave for Obristan.",你带上了 $0，$1， $2， $3， 和 $4 出发去欧布里斯坦。
text:family_escape_without_1,Your $0 prepares to return to Nirsk.,你的 $0 准备回尼尔斯克。
text:family_escape_without_2,Your $0 and $1 prepare to return to Nirsk.,你的 $0 和 $1 准备回尼尔斯克。
text:family_escape_without_3,"Your $0, $1, and $2 prepare to return to Nirsk.",你的 $0， $1， 和 $2 准备回尼尔斯克。
text:family_escape_without_4,"Your $0, $1, $2, and $3 prepare to return to Nirsk.",你的 $0， $1， $2， 和 $3 准备回尼尔斯克。
text:family_escape_without_5,"Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.",你的 $0， $1， $2， $3， 和 $4 准备回尼尔斯克。
text:family_flee_final_0,Obristan Above All,欧布里斯坦超越一切
text:family_flee_final_1,The safety of your $0 is unknown.,你不知道 $0 是否安全。
text:family_flee_final_2,The safety of your $0 and $1 is unknown.,你不知道 $0 和 $1 是否安全。
text:family_flee_final_3,"The safety of your $0, $1, and $2 is unknown.",你不知道 $0， $1， 和 $2 是否安全。
text:family_flee_final_4,"The safety of your $0, $1, $2, and $3 is unknown.",你不知道 $0， $1， $2， 和 $3 是否安全。
text:family_flee_final_5,"The safety of your $0, $1, $2, $3, and $4 is unknown.",你不知道 $0， $1， $2， $3， 和 $4 是否安全。
text:budget_savings,SAVINGS,储蓄
text:budget_salary,SALARY ($0),薪水 ($0)
text:budget_penalties,PENALTIES ($0),罚款 ($0)
text:budget_bribes,BRIBES,贿金
text:budget_rent,RENT,租金
text:budget_food,FOOD,失误
text:budget_heat,HEAT,暖气
text:budget_medicine,MEDICINE ($0),药品 ($0)
text:budget_sleep,SLEEP,睡觉
text:budget_escape,ESCAPE,潜逃
text:menu_back,BACK,返回
text:confirm_ok,OKAY,好
text:confirm_cancel,CANCEL,取消
text:menu_mainmenu,MAIN MENU,主菜单
text:menu_resume,RESUME,继续游戏
text:menu_quit,QUIT,退出
text:menu_done,DONE,完成
text:menu_story,STORY,故事模式
text:menu_endless,ENDLESS,无尽模式
text:menu_play,PLAY,开始
text:menu_fullscreen,Fullscreen,全屏
text:menu_nudity,Nudity,裸露
text:menu_easy,Easy Mode,简单模式
text:menu_music,Music,音乐
text:menu_sound,Sound,声效
text:menu_dateformat,Date Format,日期格式
text:menu_language,Language,语言
text:menu_easytip,+ 20 credits per day,每天 + 20 额外收入
text:menu_stats,STATS,统计数据
text:menu_next,NEXT,下一个
text:menu_walktowork,WALK TO WORK,步行上班
text:menu_paused,PAUSED,暂停
text:menu_settings,SETTINGS,设置
text:menu_credits,CREDITS,3DM轩辕汉化组
text:menu_checkforupdates,CHECK FOR UPDATES,检查更新
text:stats_text,"Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","总时间 $time
处理数 $processed
批准数 $approved
否决数 $denied
逮捕数 $detained
警告数 $citations
盖章数 $stamps
结局 $endnum / $endtotal"
text:steam_noinit,"STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","连接STEAM失败

如果该问题一直存在，重新安装Steam客户端。"
text:steam_restartfailed,"STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","STEAM重启失败

如果该问题一直存在，重新安装Steam客户端。"
text:steam_noconnect,"STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","连接STEAM失败

游戏将会尝试通过Steam客户端重启。"
text:steam_restart,RESTART,重启
text:load_title,Select day to continue or start a new game,选择一天继续游戏或者开始新游戏
text:load_confirm_delete_single,"Delete this day $0 save?

There is no undo.","删除第 $0 天的存档吗？

一经删除无法恢复。"
text:load_confirm_delete_multi,"Delete this save branch from day $0 to day $1?

There is no undo.","删除从第 $0 天到第 $1 天的存档吗？

一经删除无法恢复。"
text:load_delete,DELETE,删除
text:load_confirm_full,"Save tracks full.

Continue from a right-most save or delete a save branch to free up a track.","存档已满。

从一个最好的存档开始或者删除一些存档释放存储空间。"
text:load_summary,"Day $day
""$news""

$savings credits, $family family members,
$tokens tokens, apartment $apt","$day 日
“$news”

$savings 存款， $family 家人
$tokens 徽章， $apt级公寓"
text:load_continue,CONTINUE,继续
text:emotion_happy,HAPPY,高兴
text:emotion_ok,OK,不错
text:emotion_sad,SAD,悲伤
text:emotion_cold,COLD,冷
text:emotion_sick,SICK,生病
text:emotion_verysick,VERY SICK,严重生病
text:emotion_dead,DEAD,死亡
text:emotion_hungry,HUNGRY,饥饿
text:load_latest,LATEST,最新
text:entry_approved,ENTRY GRANTED,准许进入
text:entry_denied,ENTRY DENIED,不准进入
text:stamp_approved,APPROVED,许可
text:stamp_denied,DENIED,否决
text:stamp_reason,REASON,原因
text:booth_dragdocs,DRAG DOCUMENTS HERE,将文件拖拽到这里
text:booth_highlight,HIGHLIGHT DISCREPANCIES,加亮不符合项
text:booth_discrepancy,"DISCREPANCY
DETECTED",检测到不符合项
text:booth_interrogate,INTERROGATE,审问
text:booth_matching,"MATCHING
DATA","匹配
数据"
text:booth_nocorrelation,"NO
CORRELATION","没有
联系"
text:booth_cleared,"DISCREPANCY
CLEARED","不符合项
清除"
text:env_clearforentry,Applicant clear for entry,申请人准许进入
text:env_lettermale,M,男
text:env_letterfemale,F,女
text:env_noalias,No known alias,无别名
text:env_typochars,"aeiou,iuy,pgq,lj,ck,bh",aeiou，iuy，pgq，lj，ck，bh
text:endless_complete,"$style
$course

$time
$score Points","$style
$course

$time
$score 点数"
text:endless_ranked,Ranked #$0,排名 #$0
text:endless_unlock,Complete story mode with your job intact to unlock endless mode,在故事模式中保住你的工作来解锁无尽模式
text:endless_wrongcode,S O R R Y,抱歉
text:date_verbose,"$month $day, $year",$month $day， $year
text:month_1,January,一月
text:month_2,February,二月
text:month_3,March,三月
text:month_4,April,四月
text:month_5,May,五月
text:month_6,June,六月
text:month_7,July,七月
text:month_8,August,八月
text:month_9,September,九月
text:month_10,October,十月
text:month_11,November,十一月
text:month_12,December,十二月
text:day_1,1st,第1日
text:day_2,2nd,第2日
text:day_3,3rd,第3日
text:day_4,4th,第4日
text:day_5,5th,第5日
text:day_6,6th,第6日
text:day_7,7th,第7日
text:day_8,8th,第8日
text:day_9,9th,第9日
text:day_10,10th,第10日
text:day_11,11th,第11日
text:day_12,12th,第12日
text:day_13,13th,第13日
text:day_14,14th,第14日
text:day_15,15th,第15日
text:day_16,16th,第16日
text:day_17,17th,第17日
text:day_18,18th,第18日
text:day_19,19th,第19日
text:day_20,20th,第20日
text:day_21,21st,第21日
text:day_22,22nd,第22日
text:day_23,23rd,第23日
text:day_24,24th,第24日
text:day_25,25th,第25日
text:day_26,26th,第26日
text:day_27,27th,第27日
text:day_28,28th,第28日
text:day_29,29th,第29日
text:day_30,30th,第30日
text:day_31,31st,第31日
text:bulletin_default,"Arstotzka
Ministry of Admission
Official Bulletin

Inspector,

$content

Glory to Arstotzka.","阿什托兹卡
入境管理部
官方公告

检查员，
$content

荣耀属于阿什托兹卡。"
text:bulletin_notice,"Arstotzka
Ministry of Admission
Official Bulletin

NOTICE:

$content

Glory to Arstotzka.","阿什托兹卡
入境管理部
官方公告

注意：
$content

荣耀属于阿什托兹卡。"
text:bulletin_endless,"Arstotzka
Ministry of Admission
Official Bulletin

$style

$course

Glory to Arstotzka.","阿什托兹卡
入境管理部
官方公告

$style

$course

荣耀属于阿什托兹卡。"
bulletin:1A,"Welcome to your new position at Grestin Border Checkpoint.

Stamp passport ENTRY VISA and return documents to entrant.

Entry is restricted to Arstotzkan citizens only.

Deny all foreigners.","欢迎来到格莱斯丁边境检查站，这是你的新工作。

在护照上盖上入境签证然后把证件还给过境人员。

目前入口只对阿什托兹卡市民开放。

拒绝所有外国人。"
bulletin:2A,"From today, foreigners with a valid passport are permitted to enter.

Your booth's INSPECTION hardware is now installed.

Check all passport information carefully for discrepancies. Deny any entrant with inconsistent information.

Continued...[PAGESNOTE]","从今天开始，准许外籍人士持有效护照进入。

边检站里的设备已经安装完毕。

仔细检查护照上的信息看是否有不符合的地方。拒绝信息不符的过境人员入境。

[下一页]"
bulletin:2B,"__________________________
INSPECT MODE

Enter INSPECT mode using the red button on your desk. While inspecting, highlight two pieces of discrepant information for further options.

__________________________
RULES &amp; REGULATIONS

This post is bound by Ministry of Admission rules and regulations. Study the rule book closely.","__________________________
检查模式

使用你桌子上的红色按钮进入检查模式。在检查过程中，高亮标注出两处不一样的地方进行进一步检查。

__________________________
规则 &amp; 条例

这份文件内有入境管理部规则和条例，认真熟读条款。"
bulletin:3A,"Entry for non-citizens is now regulated.

All foreigners require a valid ENTRY TICKET.

Verify information before stamping passport ENTRY VISA and returning all documents to entrant. [PAGESNOTE]","非本国公民的入境受限。

所有外籍人士都必须持有一张有效的通行劵。

在盖章之前核实所有信息。 [下一页]"
bulletin:4A,"Stricter credential requirements have been instituted.

Arstotzkan citizens must show their ID CARD.

Foreigners must secure and present a valid ENTRY PERMIT.

Entry tickets are no longer sufficient.

Continued...","更严格的证件要求已经出台。

阿什托兹卡公民必须出示身份证。

外籍人士必须出示有效的访问许可证。

通行劵已经作废。

未完..."
